obs_wl_air(nm)	unc_obs_wl	ritz_wl_air(nm)	unc_ritz_wl	intens	Aki(s^-1)	Acc	Ei(cm-1)	Ek(cm-1)	conf_i	term_i	J_i	conf_k	term_k	J_k	Type	tp_ref	line_ref	
"410.65215"	"0.00005"	"410.652060"	"0.000014"	"19"	""		"17411.224415"	"41755.8700"	"6d.7s2.7p"	"3D*"	"3"	""	""	"4"		""	"L5951"	
"410.68557"	"0.00005"	"410.685549"	"0.000015"	"23"	""		"18053.617845"	"42396.2783"	"6d.7s2.7p"	"3F*"	"4"	""	""	"5"		""	"L5951"	
"410.68917"	"0.00005"	"410.689153"	"0.000012"	"20"	""		"14465.221873"	"38807.6687"	"6d2.7s.7p"	"5G*"	"2"	""	""	"2"		""	"L5951"	
"410.705051"	"0.000013"	"410.705054"	"0.000009"	"920"	""		"3865.473772"	"28206.9782"	"6d2.7s2"	"3P"	"1"	""	"*"	"0"		""	"L5951"	
"410.728631"	"0.000015"	"410.728634"	"0.000010"	"630"	""		"17501.17592"	"41841.2829"	"5f.6d2.7s"	"5I*"	"5"	""	""	"6"		""	"L5951"	
"410.786135"	"0.000014"	"410.786129"	"0.000004"	"730"	""		"3687.987189"	"28024.68756"	"6d2.7s2"	""	"2"	""	"*"	"1"		""	"L5951"	
"410.81841"	"0.00005"	"410.818430"	"0.000005"	"38"	""		"11241.73043"	"35576.5173"	"5f.6d.7s2"	"3F*"	"3"	""	""	"3"		""	"L5951"	
"410.932329"	"0.000008"	"410.932330"	"0.000005"	"2200"	""		"8111.004545"	"32439.0466"	"6d2.7s2"	"1G"	"4"	""	"*"	"4"		""	"L5951"	
"410.97256"	"0.00004"	"410.972568"	"0.000005"	"56"	""		"10783.15535"	"35108.8155"	"6d.7s2.7p"	"3F*"	"2"	""	""	"2"		""	"L5951"	
"411.01728"	"0.00005"	"411.017312"	"0.000010"	"29"	""		"14206.91694"	"38529.9290"	"5f.6d.7s2"	"3F*"	"4"	""	""	"3"		""	"L5951"	
"411.03171"	"0.00017"	"411.031553"	"0.000019"	"12"	""		"17398.39526"	"41720.5646"	"6d3.(4F).7s"	""	"3"	""	"*"	"2"		""	"L3552"	
"411.082588"	"0.000010"	"411.082597"	"0.000007"	"1900"	""		"7280.123222"	"31599.2726"	"6d2.7s2"	""	"2"	""	"*"	"2"		""	"L5951"	
"411.16154"	"0.00003"	"411.161531"	"0.000005"	"79"	""		"12114.36618"	"36428.8469"	"5f.6d.7s2"	"1D*"	"2"	""	""	"2"		""	"L5951"	
"411.21052"	"0.00003"	"411.210507"	"0.000009"	"100"	""		"12847.96912"	"37159.5540"	"6d3.(4P).7s"	"5P"	"3"	""	"*"	"3"		""	"L5951"	
"411.22015"	"0.00004"	"411.220156"	"0.000017"	"52"	""		"20867.97560"	"45178.9900"	"5f.6d2.7s"	"5I*"	"7"	""	""	"6"		""	"L5951"	
"411.26588"	"0.00003"	"411.266042"	"0.000010"	"140bl"	""		"13297.43316"	"37605.7352"	"6d3.(2G).7s"	"3G"	"4"	""	"*"	"4"		""	"L5951"	
"411.271000"	"0.000015"	"411.270949"	"0.000003"	"630"	""		"8243.602091"	"32551.61408"	"5f.6d.7s2"	"3F*"	"2"	""	""	"3"		""	"L5951"	
"411.2754311"	"0.0000025"	"411.2754309"	"0.0000022"	"18000"	""		"0.000000"	"24307.74711"	"6d2.7s2"	"3F"	"2"	""	"*"	"2"		""	"L18702"	
"411.30923"	"0.00004"	"411.309197"	"0.000014"	"56"	""		"17959.89498"	"42265.6466"	"6d3.(4F).7s"	"3F"	"4"	""	"*"	"4"		""	"L5951"	
"411.37530"	"0.00005"	"411.375295"	"0.000007"	"18"	""		"16346.64962"	"40648.4960"	"5f.6d2.7s"	"5H*"	"4"	""	""	"4"		""	"L5951"	
"411.38742"	"0.00003"	"411.387416"	"0.000009"	"110"	""		"12847.96912"	"37149.0995"	"6d3.(4P).7s"	"5P"	"3"	""	"*"	"2"		""	"L5951"	
"411.40615"	"0.00005"	"411.406133"	"0.000012"	"35"	""		"15970.09583"	"40270.1206"	"6d3.(2D2).7s"	""	"3"	""	"*"	"4"		""	"L5951"	
"411.575878"	"0.000005"	"411.575884"	"0.000004"	"3400"	""		"5563.141519"	"29853.14415"	"6d3.(4F).7s"	"5F"	"1"	""	"*"	"2"		""	"L18702"	
"411.60964"	"0.00004"	"411.609601"	"0.000010"	"52"	""		"15736.968041"	"40024.9810"	"6d2.7s.7p"	"5F*"	"1"	""	""	"2"		""	"L5951"	
"411.663005"	"0.000024"	"411.662870"	"0.000009"	"170bl"	""		"15970.09583"	"40254.9660"	"6d3.(2D2).7s"	""	"3"	""	"*"	"3"		""	"L5951"	
"411.76965"	"0.00004"	"411.769655"	"0.000004"	"44"	""		"7502.287636"	"31780.86008"	"6d3.(4F).7s"	"5F"	"3"	""	"*"	"3"		""	"L5951"	
"411.78008"	"0.00005"	"411.780075"	"0.000012"	"18"	""		"17959.89498"	"42237.8531"	"6d3.(4F).7s"	"3F"	"4"	""	"*"	"3"		""	"L5951"	
"411.82237"	"0.00005"	"411.822390"	"0.000012"	"34"	""		"17411.224415"	"41686.6880"	"6d.7s2.7p"	"3D*"	"3"	""	""	"3"		""	"L5951"	
"411.83264"	"0.00003"	"411.832630"	"0.000015"	"82"	""		"17354.638583"	"41629.4986"	"5f.6d.7s2"	"3D*"	"1"	""	""	"2"		""	"L5951"	
"411.848921"	"0.000015"	"411.848927"	"0.000007"	"540"	""		"13297.43316"	"37571.3326"	"6d3.(2G).7s"	"3G"	"4"	""	"*"	"5"		""	"L5951"	
"411.89792"	"0.00007"	"411.897944"	"0.000024"	"16"	""		"20566.62381"	"44837.6347"	"6d2.7s.7p"	"5D*"	"4"	""	""	"4"		""	"L5951"	
"412.03623"	"0.00003"	"412.036219"	"0.000005"	"80"	""		"10783.15535"	"35046.0213"	"6d.7s2.7p"	"3F*"	"2"	""	"5F"	"1"		""	"L5951"	
"412.04092"	"0.00003"	"412.040929"	"0.000007"	"86"	""		"10526.544406"	"34789.1330"	"5f.6d.7s2"	"3G*"	"3"	""	""	"2"		""	"L5951"	
"412.13058"	"0.00007"	"412.130550"	"0.000010"	"15"	""		"18809.88631"	"43067.1989"	"6d2.7s.7p"	"5G*"	"4"	""	""	"4"		""	"L5951"	
"412.17440"	"0.00017"	"412.175044"	"0.000014"	"20"	""		"17501.17592"	"41755.8700"	"5f.6d2.7s"	"5I*"	"5"	""	""	"4"		""	"L3552"	
"412.26982"	"0.00004"	"412.269850"	"0.000015"	"68"	""		"17847.07751"	"42096.1941"	"5f.6d.7s2"	"3P*"	"2"	""	""	"3"		""	"L5951"	
"412.360081"	"0.000015"	"412.360078"	"0.000006"	"610"	""		"7280.123222"	"31523.9340"	"6d2.7s2"	""	"2"	""	"*"	"3"		""	"L5951"	
"412.372556"	"0.000017"	"412.372554"	"0.000006"	"450"	""		"8800.249723"	"33043.3270"	"6d3.(4F).7s"	"5F"	"4"	""	"*"	"3"		""	"L5951"	
"412.404024"	"0.000015"	"412.404037"	"0.000007"	"570"	""		"13847.77037"	"38088.9970"	"6d3.(4F).7s"	"3F"	"2"	""	"*"	"2"		""	"L5951"	
"412.41106"	"0.00005"	"412.411033"	"0.000009"	"37"	""		"13945.307389"	"38186.1228"	"6d.7s2.7p"	"3F*"	"3"	""	""	"4"		""	"L5951"	
"412.42327"	"0.00005"	"412.423316"	"0.000015"	"23"	""		"17411.224415"	"41651.3179"	"6d.7s2.7p"	"3D*"	"3"	""	""	"3"		""	"L5951"	
"412.47785"	"0.00003"	"412.477853"	"0.000009"	"110"	""		"14206.91694"	"38443.8055"	"5f.6d.7s2"	"3F*"	"4"	""	""	"3"		""	"L5951"	
"412.48894"	"0.00004"	"412.488956"	"0.000010"	"42"	""		"15863.88829"	"40100.1245"	"6d3.(2D2).7s"	""	"2"	""	"*"	"3"		""	"L5951"	
"412.55519"	"0.00005"	"412.555274"	"0.000007"	"19"	""		"15863.88829"	"40096.2286"	"6d3.(2D2).7s"	""	"2"	""	"*"	"2"		""	"L5951"	
"412.60280"	"0.00004"	"412.602815"	"0.000007"	"57"	""		"13175.113345"	"37404.6616"	"5f.6d.7s2"	"3G*"	"4"	""	""	"3"		""	"L5951"	
"412.63497"	"0.00003"	"412.634958"	"0.000017"	"81"	""		"15736.968041"	"39964.6289"	"6d2.7s.7p"	"5F*"	"1"	""	""	"2"		""	"L5951"	
"412.734177"	"0.000019"	"412.734182"	"0.000007"	"330"	""		"12114.36618"	"36336.2027"	"5f.6d.7s2"	"1D*"	"2"	""	""	"3"		""	"L5951"	
"412.741188"	"0.000009"	"412.741182"	"0.000007"	"3400"	""		"14481.86965"	"38703.2954"	"5f.6d.7s2"	"3H*"	"6"	"5f.6d.7s.7p"	"3l"	"7"		""	"L5951"	
"412.79496"	"0.00005"	"412.794893"	"0.000015"	"19"	""		"17411.224415"	"41629.4986"	"6d.7s2.7p"	"3D*"	"3"	""	""	"2"		""	"L5951"	
"412.804981"	"0.000017"	"412.804977"	"0.000003"	"490"	""		"7795.275291"	"32012.95790"	"5f.6d.7s2"	"3H*"	"4"	""	""	"4"		""	"L5951"	
"412.81216"	"0.00005"	"412.812157"	"0.000015"	"41"	""		"18011.38030"	"42228.6417"	"5f.6d2.7s"	"5H*"	"5"	""	""	"4"		""	"L5951"	
"412.90731"	"0.00017"	"412.907374"	"0.000014"	"21"	""		"17501.17592"	"41712.8529"	"5f.6d2.7s"	"5I*"	"5"	""	""	"5"		""	"L3552"	
"412.951155"	"0.000014"	"412.951156"	"0.000006"	"750"	""		"9804.806547"	"34013.9166"	"6d3.(4F).7s"	"5F"	"5"	""	"*"	"5 or 6"		""	"L5951"	
"413.01664"	"0.00004"	"413.016649"	"0.000009"	"57"	""		"13847.77037"	"38053.0416"	"6d3.(4F).7s"	"3F"	"2"	""	"*"	"3"		""	"L5951"	
"413.07879"	"0.00004"	"413.078810"	"0.000014"	"42"	""		"18699.62342"	"42901.2523"	"5f.7s2.7p"	"3F"	"2"	""	"*"	"3"		""	"L5951"	
"413.100201"	"0.000005"	"413.100200"	"0.000003"	"5600"	""		"7795.275291"	"31995.65103"	"5f.6d.7s2"	"3H*"	"4"	""	""	"4"		""	"L18702"	
"413.12079"	"0.00003"	"413.120777"	"0.000007"	"160"	""		"11241.73043"	"35440.9008"	"5f.6d.7s2"	"3F*"	"3"	"6d4"	""	"3"		""	"L5951"	
"413.165997"	"0.000014"	"413.165999"	"0.000006"	"750"	""		"9804.806547"	"34001.3283"	"6d3.(4F).7s"	"5F"	"5"	""	"*"	"4"		""	"L5951"	
"413.171191"	"0.000012"	"413.171185"	"0.000003"	"970"	""		"4961.658832"	"29157.87692"	"6d2.7s2"	"3F"	"4"	""	"*"	"3"		""	"L5951"	
"413.22316"	"0.00005"	"413.223151"	"0.000009"	"31"	""		"12847.96912"	"37041.1444"	"6d3.(4P).7s"	"5P"	"3"	""	"*"	"4"		""	"L5951"	
"413.24056"	"0.00005"	"413.240569"	"0.000003"	"27"	""		"2869.259165"	"27061.41472"	"6d2.7s2"	"3F"	"3"	""	"*"	"2"		""	"L5951"	
"413.262075"	"0.000017"	"413.262074"	"0.000004"	"470"	""		"6362.395980"	"30553.29269"	"6d3.(4F).7s"	"5F"	"2"	""	"*"	"2"		""	"L5951"	
"413.32606"	"0.00005"	"413.326039"	"0.000019"	"25"	""		"17398.39526"	"41585.5483"	"6d3.(4F).7s"	""	"3"	""	"*"	"2"		""	"L5951"	
"413.32963"	"0.00004"	"413.329629"	"0.000010"	"56"	""		"14032.085336"	"38219.0283"	"6d.7s2.7p"	"3D*"	"2"	"6d4"	""	"2"		""	"L5951"	
"413.36010"	"0.00005"	"413.360094"	"0.000012"	"32"	""		"15618.98461"	"39804.1450"	"5f.6d2.7s"	"5H*"	"3"	""	""	"2"		""	"L5951"	
"413.395676"	"0.000012"	"413.395676"	"0.000006"	"940"	""		"8111.004545"	"32294.0833"	"6d2.7s2"	"1G"	"4"	""	"*"	"4"		""	"L5951"	
"413.403474"	"0.000017"	"413.403455"	"0.000014"	"400"	""		"11601.03035"	"35783.6541"	"6d3.(4P).7s"	"5P"	"1"	""	"*"	"0"		""	"L5951"	
"413.406786"	"0.000005"	"413.4067864"	"0.0000025"	"4100"	""		"0.000000"	"24182.42887"	"6d2.7s2"	"3F"	"2"	""	"*"	"2"		""	"L18702"	
"413.432344"	"0.000015"	"413.432350"	"0.000010"	"590"	""		"14204.26476"	"38385.1984"	"6d3.(2G).7s"	""	"5"	""	"*"	"5"		""	"L5951"	
"413.52989"	"0.00005"	"413.529874"	"0.000009"	"32"	""		"14206.91694"	"38382.1480"	"5f.6d.7s2"	"3F*"	"4"	""	""	"3"		""	"L5951"	
"413.547991"	"0.000014"	"413.547977"	"0.000006"	"900"	""		"8111.004545"	"32285.1774"	"6d2.7s2"	"1G"	"4"	""	"*"	"3"		""	"L5951"	
"413.61312"	"0.00003"	"413.613126"	"0.000007"	"100"	""		"16554.24283"	"40724.6080"	"6d3.(2H).7s"	"3H"	"6"	""	"*"	"5"		""	"L5951"	
"413.628540"	"0.000014"	"413.628544"	"0.000009"	"840"	""		"11877.839132"	"36047.3034"	"6d.7s2.7p"	"3D*"	"1"	""	""	"2"		""	"L5951"	
"413.63878"	"0.00007"	"413.638828"	"0.000006"	"340"	""		"7502.287636"	"31671.1510"	"6d3.(4F).7s"	"5F"	"3"	""	"*"	"4"		""	"L18702"	
"413.66767"	"0.00007"	"413.667721"	"0.000019"	"15"	""		"17411.224415"	"41578.3997"	"6d.7s2.7p"	"3D*"	"3"	""	""	"2"		""	"L5951"	
"413.73336"	"0.00007"	"413.733311"	"0.000010"	"15"	""		"15863.88829"	"40027.2324"	"6d3.(2D2).7s"	""	"2"	""	"*"	"3"		""	"L5951"	
"413.804052"	"0.000014"	"413.804045"	"0.000004"	"700"	""		"3865.473772"	"28024.68756"	"6d2.7s2"	"3P"	"1"	""	"*"	"1"		""	"L5951"	
"413.87779"	"0.00003"	"413.877810"	"0.000012"	"85"	""		"15166.900593"	"39321.8086"	"6d2.7s.7p"	"5G*"	"3"	""	""	"3"		""	"L5951"	
"413.88900"	"0.00003"	"413.889009"	"0.000006"	"150"	""		"11241.73043"	"35395.9849"	"5f.6d.7s2"	"3F*"	"3"	""	""	"2"		""	"L5951"	
"413.91083"	"0.00005"	"413.910821"	"0.000022"	"23"	""		"16351.93901"	"40504.9206"	"6d2.7s2"	""	"0"	""	"*"	"1"		""	"L5951"	
"413.91377"	"0.00004"	"413.913709"	"0.000004"	"45"	""		"8243.602091"	"32396.41519"	"5f.6d.7s2"	"3F*"	"2"	"6d4"	"3P1"	"2"		""	"L5951"	
"413.93135"	"0.00005"	"413.931317"	"0.000010"	"31"	""		"13945.307389"	"38097.0931"	"6d.7s2.7p"	"3F*"	"3"	""	""	"2"		""	"L5951"	
"414.17172"	"0.00003"	"414.171720"	"0.000009"	"110"	""		"14465.221873"	"38602.9891"	"6d2.7s.7p"	"5G*"	"2"	""	""	"2"		""	"L5951"	
"414.18654"	"0.00004"	"414.186506"	"0.000011"	"51"	""		"18930.29333"	"43067.1989"	"6d2.7s.7p"	"3G*"	"3"	""	""	"4"		""	"L5951"	
"414.232503"	"0.000017"	"414.232490"	"0.000003"	"430"	""		"7795.275291"	"31929.50145"	"5f.6d.7s2"	"3H*"	"4"	""	""	"3"		""	"L5951"	
"414.25179"	"0.00005"	"414.251772"	"0.000017"	"36"	""		"16217.482038"	"40350.5849"	"6d.7s2.7p"	"1D*"	"2"	""	""	"3"		""	"L5951"	
"414.28914"	"0.00005"	"414.289147"	"0.000016"	"21"	""		"17398.39526"	"41529.3210"	"6d3.(4F).7s"	""	"3"	""	"*"	"2"		""	"L5951"	
"414.30456"	"0.00004"	"414.304549"	"0.000011"	"66"	""		"15970.09583"	"40100.1245"	"6d3.(2D2).7s"	""	"3"	""	"*"	"3"		""	"L5951"	
"414.33383"	"0.00003"	"414.333831"	"0.000009"	"71"	""		"13175.113345"	"37303.4367"	"5f.6d.7s2"	"3G*"	"4"	""	""	"4"		""	"L5951"	
"414.364903"	"0.000012"	"414.364892"	"0.000003"	"960"	""		"2869.259165"	"26995.77389"	"6d2.7s2"	"3F"	"3"	""	"*"	"3"		""	"L5951"	
"414.37155"	"0.00005"	"414.371452"	"0.000007"	"36"	""		"15970.09583"	"40096.2286"	"6d3.(2D2).7s"	""	"3"	""	"*"	"2"		""	"L5951"	
"414.433855"	"0.000024"	"414.433875"	"0.000007"	"190"	""		"13847.77037"	"37970.2693"	"6d3.(4F).7s"	"3F"	"2"	""	"*"	"2"		""	"L5951"	
"414.44539"	"0.00004"	"414.445385"	"0.000012"	"51"	""		"15863.88829"	"39985.7173"	"6d3.(2D2).7s"	""	"2"	""	"*"	"3"		""	"L5951"	
"414.45758"	"0.00003"	"414.457593"	"0.000011"	"150"	""		"16783.84708"	"40904.9656"	"5f.6d2.7s"	"5I*"	"4"	""	""	"5"		""	"L5951"	
"414.50457"	"0.00005"	"414.504519"	"0.000016"	"36"	""		"16783.84708"	"40902.2349"	"5f.6d2.7s"	"5I*"	"4"	""	""	"3"		""	"L5951"	
"414.52966"	"0.00003"	"414.529659"	"0.000009"	"130"	""		"15166.900593"	"39283.8257"	"6d2.7s.7p"	"5G*"	"3"	""	""	"4"		""	"L5951"	
"414.58594"	"0.00005"	"414.585935"	"0.000007"	"37"	""		"14032.085336"	"38145.7369"	"6d.7s2.7p"	"3D*"	"2"	""	""	"3"		""	"L5951"	
"414.69697"	"0.00004"	"414.696986"	"0.000009"	"59"	""		"13847.77037"	"37954.9647"	"6d3.(4F).7s"	"3F"	"2"	""	"*"	"3"		""	"L5951"	
"414.753950"	"0.000019"	"414.753951"	"0.000006"	"310"	""		"11197.031257"	"35300.9146"	"5f.6d.7s2"	"3H*"	"5"	"5f.6d2.7p"	"5K"	"5"		""	"L5951"	
"414.872687"	"0.000017"	"414.872687"	"0.000007"	"450"	""		"7502.287636"	"31599.2726"	"6d3.(4F).7s"	"5F"	"3"	""	"*"	"2"		""	"L5951"	
"414.883129"	"0.000022"	"414.883131"	"0.000003"	"210"	""		"3687.987189"	"27784.36557"	"6d2.7s2"	""	"2"	""	"*"	"2"		""	"L5951"	
"415.003423"	"0.000021"	"415.003439"	"0.000011"	"290"	""		"17411.224415"	"41500.6175"	"6d.7s2.7p"	"3D*"	"3"	""	""	"3"		""	"L5951"	
"415.008900"	"0.000012"	"415.008895"	"0.000003"	"1300"	""		"4961.658832"	"29050.73523"	"6d2.7s2"	"3F"	"4"	""	"*"	"5"		""	"L5951"	
"415.06001"	"0.00004"	"415.060003"	"0.000006"	"46"	""		"8111.004545"	"32197.1148"	"6d2.7s2"	"1G"	"4"	""	"*"	"3"		""	"L5951"	
"415.114518"	"0.000022"	"415.114489"	"0.000012"	"210"	""		"11802.93238"	"35885.8813"	"6d3.(4P).7s"	"5P"	"2"	""	"*"	"2"		""	"L5951"	
"415.20321"	"0.00017"	"415.202949"	"0.000011"	"21"	""		"11601.03035"	"35678.8484"	"6d3.(4P).7s"	"5P"	"1"	""	"*"	"1"		""	"L3552"	
"415.21331"	"0.00005"	"415.213309"	"0.000014"	"22"	""		"16783.84708"	"40861.0644"	"5f.6d2.7s"	"5I*"	"4"	""	""	"4"		""	"L5951"	
"415.21508"	"0.00004"	"415.215072"	"0.000006"	"42"	""		"5563.141519"	"29640.2566"	"6d3.(4F).7s"	"5F"	"1"	""	"*"	"1"		""	"L5951"	
"415.22121"	"0.00004"	"415.221175"	"0.000012"	"50"	""		"18809.88631"	"42886.6475"	"6d2.7s.7p"	"5G*"	"4"	""	""	"4 or 5"		""	"L5951"	
"415.25648"	"0.00007"	"415.256439"	"0.000012"	"16"	""		"18549.40528"	"42624.1219"	"6d3.(4P).7s"	""	"2"	""	"*"	"1"		""	"L5951"	
"415.32067"	"0.00004"	"415.320680"	"0.000009"	"41"	""		"13088.56115"	"37159.5540"	"6d3.(2G).7s"	"3G"	"3"	""	"*"	"3"		""	"L5951"	
"415.35743"	"0.00003"	"415.357443"	"0.000011"	"120"	""		"15493.21943"	"39562.0818"	"6d3.(2H).7s"	"3H"	"4"	""	"*"	"4"		""	"L5951"	
"415.38651"	"0.00005"	"415.386531"	"0.000012"	"32"	""		"15736.968041"	"39804.1450"	"6d2.7s.7p"	"5F*"	"1"	""	""	"2"		""	"L5951"	
"415.43013"	"0.00022"	"415.429164"	"0.000011"	"13"	""		"14465.221873"	"38529.9290"	"6d2.7s.7p"	"5G*"	"2"	""	""	"3"		""	"L12239"	
"415.43781"	"0.00004"	"415.437798"	"0.000021"	"50"	""		"18549.40528"	"42613.6123"	"6d3.(4P).7s"	""	"2"	""	"*"	"2"		""	"L5951"	
"415.44994"	"0.00005"	"415.449929"	"0.000012"	"21"	""		"16217.482038"	"40280.9864"	"6d.7s2.7p"	"1D*"	"2"	""	""	"3"		""	"L5951"	
"415.472041"	"0.000016"	"415.472031"	"0.000005"	"670"	""		"8800.249723"	"32862.47402"	"6d3.(4F).7s"	"5F"	"4"	""	"*"	"4"		""	"L5951"	
"415.49082"	"0.00007"	"415.490867"	"0.000016"	"15"	""		"17224.302340"	"41285.4358"	"6d2.7s.7p"	"5F*"	"2"	""	""	"3"		""	"L5951"	
"415.50115"	"0.00005"	"415.501144"	"0.000009"	"33"	""		"13088.56115"	"37149.0995"	"6d3.(2G).7s"	"3G"	"3"	""	"*"	"2"		""	"L5951"	
"415.59873"	"0.00004"	"415.598723"	"0.000006"	"50"	""		"14206.91694"	"38261.8062"	"5f.6d.7s2"	"3F*"	"4"	""	""	"5"		""	"L5951"	
"415.64765"	"0.00003"	"415.647700"	"0.000012"	"130"	""		"14226.82045"	"38278.8753"	"6d3.(2P).7s"	""	"0"	""	"*"	"1"		""	"L5951"	
"415.728030"	"0.000012"	"415.728034"	"0.000007"	"1100"	""		"17501.17592"	"41548.5831"	"5f.6d2.7s"	"5I*"	"5"	""	""	"6"		""	"L5951"	
"415.735940"	"0.000024"	"415.735923"	"0.000009"	"190"	""		"13945.307389"	"37992.2583"	"6d.7s2.7p"	"3F*"	"3"	""	""	"4"		""	"L5951"	
"415.739567"	"0.000016"	"415.739568"	"0.000004"	"610"	""		"10414.13700"	"34460.87707"	"5f.6d.7s2"	"1G*"	"4"	""	""	"5"		""	"L5951"	
"415.853513"	"0.000009"	"415.853511"	"0.000006"	"2400"	""		"9804.806547"	"33844.9580"	"6d3.(4F).7s"	"5F"	"5"	""	"*"	"5"		""	"L5951"	
"415.915362"	"0.000021"	"415.915362"	"0.000006"	"280"	""		"13175.113345"	"37211.6898"	"5f.6d.7s2"	"3G*"	"4"	""	""	"5"		""	"L5951"	
"415.94095"	"0.00003"	"415.940958"	"0.000006"	"75"	""		"15490.077832"	"39525.1752"	"5f.6d.7s2"	"3G*"	"5"	""	""	"5"		""	"L5951"	
"415.97662"	"0.00003"	"415.976613"	"0.000005"	"120"	""		"10414.13700"	"34447.17423"	"5f.6d.7s2"	"1G*"	"4"	""	""	"4"		""	"L5951"	
"416.02729"	"0.00007"	"416.027249"	"0.000009"	"16"	""		"15490.077832"	"39520.1900"	"5f.6d.7s2"	"3G*"	"5"	""	""	"4"		""	"L5951"	
"416.13440"	"0.00017"	"416.134414"	"0.000009"	"14"	""		"15863.88829"	"39887.8122"	"6d3.(2D2).7s"	""	"2"	""	"*"	"2"		""	"L3552"	
"416.173878"	"0.000016"	"416.173870"	"0.000006"	"670"	""		"7502.287636"	"31523.9340"	"6d3.(4F).7s"	"5F"	"3"	""	"*"	"3"		""	"L5951"	
"416.20311"	"0.00005"	"416.203132"	"0.000004"	"34"	""		"11197.031257"	"35216.98873"	"5f.6d.7s2"	"3H*"	"5"	""	""	"5"		""	"L5951"	
"416.250896"	"0.000010"	"416.250886"	"0.000006"	"1600"	""		"10414.13700"	"34431.3389"	"5f.6d.7s2"	"1G*"	"4"	""	""	"3"		""	"L5951"	
"416.278260"	"0.000019"	"416.278279"	"0.000012"	"340"	""		"15970.09583"	"39985.7173"	"6d3.(2D2).7s"	""	"3"	""	"*"	"3"		""	"L5951"	
"416.29280"	"0.00005"	"416.292803"	"0.000014"	"31"	""		"18809.88631"	"42824.6699"	"6d2.7s.7p"	"5G*"	"4"	""	""	"4 or 5"		""	"L5951"	
"416.38291"	"0.00003"	"416.382905"	"0.000007"	"84"	""		"11802.93238"	"35812.5195"	"6d3.(4P).7s"	"5P"	"2"	""	"*"	"3"		""	"L5951"	
"416.394780"	"0.000023"	"416.394776"	"0.000003"	"230"	""		"2869.259165"	"26878.16179"	"6d2.7s2"	"3F"	"3"	"6d2.7s.7p"	"3G*"	"3"		""	"L5951"	
"416.44551"	"0.00003"	"416.445512"	"0.000007"	"72"	""		"10783.15535"	"34789.1330"	"6d.7s2.7p"	"3F*"	"2"	""	""	"2"		""	"L5951"	
"416.45322"	"0.00003"	"416.453222"	"0.000011"	"100"	""		"16783.84708"	"40789.3803"	"5f.6d2.7s"	"5I*"	"4"	""	""	"5"		""	"L5951"	
"416.46905"	"0.00005"	"416.469070"	"0.000009"	"27"	""		"17398.39526"	"41403.0150"	"6d3.(4F).7s"	""	"3"	""	"*"	"2"		""	"L5951"	
"416.497339"	"0.000023"	"416.497333"	"0.000004"	"210"	""		"7280.123222"	"31283.11407"	"6d2.7s2"	""	"2"	""	"*"	"3"		""	"L5951"	
"416.54972"	"0.00005"	"416.549700"	"0.000009"	"39"	""		"11877.839132"	"35877.8125"	"6d.7s2.7p"	"3D*"	"1"	"6d4"	""	"2"		""	"L5951"	
"416.576608"	"0.000005"	"416.576607"	"0.000003"	"5500"	""		"7795.275291"	"31793.69851"	"5f.6d.7s2"	"3H*"	"4"	""	""	"4"		""	"L18702"	
"416.63732"	"0.00005"	"416.637375"	"0.000007"	"27"	""		"9804.806547"	"33799.7296"	"6d3.(4F).7s"	"5F"	"5"	""	"*"	"4"		""	"L5951"	
"416.69074"	"0.00005"	"416.690732"	"0.000011"	"21"	""		"10783.15535"	"34775.0059"	"6d.7s2.7p"	"3F*"	"2"	""	""	"1"		""	"L5951"	
"416.71197"	"0.00004"	"416.711967"	"0.000014"	"54"	""		"20867.97560"	"44858.6036"	"5f.6d2.7s"	"5I*"	"7"	""	""	"6"		""	"L5951"	
"416.786507"	"0.000023"	"416.786498"	"0.000004"	"240"	""		"3687.987189"	"27674.32522"	"6d2.7s2"	""	"2"	""	"*"	"2"		""	"L5951"	
"416.804636"	"0.000019"	"416.804630"	"0.000011"	"340"	""		"19986.16721"	"43971.4618"	"5f.6d2.7s"	"5H*"	"6"	""	""	"7"		""	"L5951"	
"416.845496"	"0.000024"	"416.845515"	"0.000012"	"190"	""		"16217.482038"	"40200.4241"	"6d.7s2.7p"	"1D*"	"2"	""	""	"3"		""	"L5951"	
"416.90851"	"0.00003"	"416.908497"	"0.000003"	"100"	""		"7795.275291"	"31774.59439"	"5f.6d.7s2"	"3H*"	"4"	""	""	"3"		""	"L5951"	
"416.91043"	"0.00007"	"416.910465"	"0.000009"	"15"	""		"14206.91694"	"38186.1228"	"5f.6d.7s2"	"3F*"	"4"	""	""	"4"		""	"L5951"	
"416.92128"	"0.00003"	"416.921284"	"0.000009"	"110"	""		"14465.221873"	"38443.8055"	"6d2.7s.7p"	"5G*"	"2"	""	""	"3"		""	"L5951"	
"416.97561"	"0.00004"	"416.975602"	"0.000006"	"56"	""		"15493.21943"	"39468.6795"	"6d3.(2H).7s"	"3H"	"4"	""	"*"	"3"		""	"L5951"	
"416.983006"	"0.000024"	"416.983003"	"0.000011"	"190"	""		"14243.993748"	"38219.0283"	"5f.6d.7s2"	"3P*"	"1"	"6d4"	""	"2"		""	"L5951"	
