obs_wl_air(nm)	unc_obs_wl	ritz_wl_air(nm)	unc_ritz_wl	intens	Aki(s^-1)	Acc	Ei(cm-1)	Ek(cm-1)	conf_i	term_i	J_i	conf_k	term_k	J_k	Type	tp_ref	line_ref	
"358.310197"	"0.000018"	"358.310194"	"0.000004"	"1000"	""		"4961.658832"	"32862.47402"	"6d2.7s2"	"3F"	"4"	""	"*"	"4"		""	"L5951"	
"358.33000"	"0.00004"	"358.330073"	"0.000008"	"130"	""		"11197.031257"	"39096.2986"	"5f.6d.7s2"	"3H*"	"5"	""	""	"4"		""	"L5951"	
"358.417543"	"0.000012"	"358.417543"	"0.000004"	"3100"	""		"2869.259165"	"30761.71803"	"6d2.7s2"	"3F"	"3"	""	"*"	"3"		""	"L5951"	
"358.52453"	"0.00004"	"358.524574"	"0.000008"	"100"	""		"14481.86965"	"42366.0020"	"5f.6d.7s2"	"3H*"	"6"	""	""	"6"		""	"L5951"	
"358.67045"	"0.00005"	"358.670419"	"0.000014"	"67"	""		"13847.77037"	"41720.5646"	"6d3.(4F).7s"	"3F"	"2"	""	"*"	"2"		""	"L5951"	
"358.78331"	"0.00005"	"358.783276"	"0.000018"	"87"	""		"13945.307389"	"41809.3343"	"6d.7s2.7p"	"3F*"	"3"	""	""	"2"		""	"L5951"	
"358.974929"	"0.000012"	"358.974936"	"0.000006"	"3000"	""		"7502.287636"	"35351.4381"	"6d3.(4F).7s"	"5F"	"3"	""	"*"	"4"		""	"L5951"	
"358.999395"	"0.000021"	"358.999390"	"0.000007"	"680"	""		"3865.473772"	"31712.7273"	"6d2.7s2"	"3P"	"1"	""	"*"	"1"		""	"L5951"	
"359.09251"	"0.00003"	"359.092500"	"0.000006"	"380"	""		"10526.544406"	"38366.5775"	"5f.6d.7s2"	"3G*"	"3"	"6d4"	""	"4"		""	"L5951"	
"359.12546"	"0.00003"	"359.125468"	"0.000012"	"220"	""		"13297.43316"	"41134.9106"	"6d3.(2G).7s"	"3G"	"4"	""	"*"	"4"		""	"L5951"	
"359.145220"	"0.000012"	"359.145216"	"0.000004"	"3500"	""		"3687.987189"	"31523.9340"	"6d2.7s2"	""	"2"	""	"*"	"3"		""	"L5951"	
"359.277924"	"0.000012"	"359.277930"	"0.000006"	"3200"	""		"8800.249723"	"36625.9145"	"6d3.(4F).7s"	"5F"	"4"	""	"*"	"5"		""	"L5951"	
"359.33520"	"0.00013"	"359.335201"	"0.000008"	"11"	""		"14465.221873"	"42286.4519"	"6d2.7s.7p"	"5G*"	"2"	""	""	"3"		""	"L3552"	
"359.35350"	"0.00013"	"359.353236"	"0.000007"	"35"	""		"10783.15535"	"38602.9891"	"6d.7s2.7p"	"3F*"	"2"	""	""	"2"		""	"L3552"	
"359.47214"	"0.00004"	"359.472134"	"0.000009"	"190"	""		"10783.15535"	"38593.7878"	"6d.7s2.7p"	"3F*"	"2"	""	""	"1"		""	"L5951"	
"359.498540"	"0.000022"	"359.498530"	"0.000008"	"610"	""		"11802.93238"	"39611.5229"	"6d3.(4P).7s"	"5P"	"2"	""	"*"	"3"		""	"L5951"	
"359.561752"	"0.000016"	"359.561748"	"0.000007"	"1400"	""		"8243.602091"	"36047.3034"	"5f.6d.7s2"	"3F*"	"2"	""	""	"2"		""	"L5951"	
"359.57573"	"0.00004"	"359.575741"	"0.000012"	"130"	""		"11877.839132"	"39680.4585"	"6d.7s2.7p"	"3D*"	"1"	""	""	"2"		""	"L5951"	
"359.59758"	"0.00005"	"359.597609"	"0.000008"	"62"	""		"9804.806547"	"37605.7352"	"6d3.(4F).7s"	"5F"	"5"	""	"*"	"4"		""	"L5951"	
"359.70210"	"0.00013"	"359.702165"	"0.000004"	"170"	""		"4961.658832"	"32754.5067"	"6d2.7s2"	"3F"	"4"	""	"*"	"3"		""	"L3552"	
"359.749531"	"0.000018"	"359.749514"	"0.000012"	"880"	""		"5563.141519"	"33352.3315"	"6d3.(4F).7s"	"5F"	"1"	""	"*"	"0"		""	"L5951"	
"359.77761"	"0.00013"	"359.777693"	"0.000004"	"23"	""		"7795.275291"	"35582.2888"	"5f.6d.7s2"	"3H*"	"4"	""	""	"5"		""	"L3552"	
"359.811978"	"0.000008"	"359.811982"	"0.000003"	"11000"	""		"0.000000"	"27784.36557"	"6d2.7s2"	"3F"	"2"	""	"*"	"2"		""	"L5951"	
"359.82450"	"0.00013"	"359.824731"	"0.000017"	"170"	""		"14243.993748"	"42027.3749"	"5f.6d.7s2"	"3P*"	"1"	"6d4"	"1D"	"2"		""	"L3552"	
"359.85245"	"0.00003"	"359.852438"	"0.000004"	"230"	""		"7795.275291"	"35576.5173"	"5f.6d.7s2"	"3H*"	"4"	""	""	"3"		""	"L5951"	
"359.86920"	"0.00005"	"359.869198"	"0.000012"	"69"	""		"14206.91694"	"41986.8652"	"5f.6d.7s2"	"3F*"	"4"	""	""	"4"		""	"L5951"	
"359.972382"	"0.000019"	"359.972378"	"0.000007"	"730"	""		"10414.13700"	"38186.1228"	"5f.6d.7s2"	"1G*"	"4"	""	""	"4"		""	"L5951"	
"360.01820"	"0.00013"	"360.018224"	"0.000006"	"230"	""		"11241.73043"	"39010.1797"	"5f.6d.7s2"	"3F*"	"3"	""	""	"3"		""	"L3552"	
"360.043213"	"0.000022"	"360.043161"	"0.000006"	"580"	""		"9804.806547"	"37571.3326"	"6d3.(4F).7s"	"5F"	"5"	""	"*"	"5"		""	"L5951"	
"360.129571"	"0.000025"	"360.129576"	"0.000008"	"420"	""		"11197.031257"	"38956.8948"	"5f.6d.7s2"	"3H*"	"5"	""	""	"4"		""	"L5951"	
"360.17714"	"0.00004"	"360.177132"	"0.000006"	"210"	""		"11197.031257"	"38953.2296"	"5f.6d.7s2"	"3H*"	"5"	""	""	"5"		""	"L5951"	
"360.29065"	"0.00004"	"360.290685"	"0.000011"	"120"	""		"15490.077832"	"43237.5285"	"5f.6d.7s2"	"3G*"	"5"	""	""	"6"		""	"L5951"	
"360.36953"	"0.00005"	"360.369522"	"0.000009"	"77"	""		"13945.307389"	"41686.6880"	"6d.7s2.7p"	"3F*"	"3"	""	""	"3"		""	"L5951"	
"360.40655"	"0.00003"	"360.406543"	"0.000006"	"250"	""		"7502.287636"	"35240.8187"	"6d3.(4F).7s"	"5F"	"3"	""	"*"	"3"		""	"L5951"	
"360.44763"	"0.00004"	"360.447672"	"0.000008"	"98"	""		"14206.91694"	"41942.2830"	"5f.6d.7s2"	"3F*"	"4"	""	""	"5"		""	"L5951"	
"360.46567"	"0.00003"	"360.465623"	"0.000006"	"330"	""		"5563.141519"	"33297.1264"	"6d3.(4F).7s"	"5F"	"1"	""	"*"	"2"		""	"L5951"	
"360.468170"	"0.000017"	"360.468041"	"0.000006"	"1100bl"	""		"3865.473772"	"31599.2726"	"6d2.7s2"	"3P"	"1"	""	"*"	"2"		""	"L5951"	
"360.49651"	"0.00013"	"360.496625"	"0.000006"	"48"	""		"10414.13700"	"38145.7369"	"5f.6d.7s2"	"1G*"	"4"	""	""	"3"		""	"L3552"	
"360.519347"	"0.000021"	"360.519345"	"0.000008"	"620"	""		"13175.113345"	"40904.9656"	"5f.6d.7s2"	"3G*"	"4"	""	""	"5"		""	"L5951"	
"360.58222"	"0.00004"	"360.582211"	"0.000004"	"210"	""		"4961.658832"	"32686.67668"	"6d2.7s2"	"3F"	"4"	"5f.6d3"	"5I*"	"5"		""	"L5951"	
"360.609072"	"0.000022"	"360.609066"	"0.000004"	"530"	""		"2558.056752"	"30281.0099"	"6d2.7s2"	"3P"	"0"	""	"*"	"1"		""	"L5951"	
"360.66146"	"0.00004"	"360.661488"	"0.000011"	"110"	""		"11241.73043"	"38960.6542"	"5f.6d.7s2"	"3F*"	"3"	""	""	"2"		""	"L5951"	
"360.78190"	"0.00013"	"360.781982"	"0.000007"	"190"	""		"7280.123222"	"34989.7897"	"6d2.7s2"	""	"2"	""	"*"	"1"		""	"L3552"	
"360.82960"	"0.00004"	"360.829590"	"0.000012"	"170"	""		"13945.307389"	"41651.3179"	"6d.7s2.7p"	"3F*"	"3"	""	""	"3"		""	"L5951"	
"360.837771"	"0.000013"	"360.837778"	"0.000008"	"2400"	""		"9804.806547"	"37510.1884"	"6d3.(4F).7s"	"5F"	"5"	""	"*"	"6"		""	"L5951"	
"360.88815"	"0.00004"	"360.888149"	"0.000006"	"150"	""		"8111.004545"	"35812.5195"	"6d2.7s2"	"1G"	"4"	""	"*"	"3"		""	"L5951"	
"361.00587"	"0.00005"	"361.005845"	"0.000008"	"70"	""		"10526.544406"	"38219.0283"	"5f.6d.7s2"	"3G*"	"3"	"6d4"	""	"2"		""	"L5951"	
"361.065118"	"0.000022"	"361.065116"	"0.000007"	"590"	""		"13088.56115"	"40776.4993"	"6d3.(2G).7s"	"3G"	"3"	""	"*"	"4"		""	"L5951"	
"361.116027"	"0.000025"	"361.116043"	"0.000003"	"410"	""		"2869.259165"	"30553.29269"	"6d2.7s2"	"3F"	"3"	""	"*"	"2"		""	"L5951"	
"361.12570"	"0.00013"	"361.126018"	"0.000006"	"63"	""		"13297.43316"	"40980.7020"	"6d3.(2G).7s"	"3G"	"4"	""	"*"	"3"		""	"L3552"	
"361.242729"	"0.000007"	"361.242728"	"0.000003"	"16000"	""		"0.000000"	"27674.32522"	"6d2.7s2"	"3F"	"2"	""	"*"	"2"		""	"L5951"	
"361.286646"	"0.000009"	"361.2866383"	"0.0000024"	"5400"	""		"0.000000"	"27670.96178"	"6d2.7s2"	"3F"	"2"	""	"*"	"3"		""	"L5951"	
"361.35477"	"0.00004"	"361.354738"	"0.000004"	"110"	""		"11802.93238"	"39468.6795"	"6d3.(4P).7s"	"5P"	"2"	""	"*"	"3"		""	"L5951"	
"361.421319"	"0.000014"	"361.421326"	"0.000007"	"1800"	""		"10783.15535"	"38443.8055"	"6d.7s2.7p"	"3F*"	"2"	""	""	"3"		""	"L5951"	
"361.435323"	"0.000016"	"361.435331"	"0.000007"	"1300"	""		"10526.544406"	"38186.1228"	"5f.6d.7s2"	"3G*"	"3"	""	""	"4"		""	"L5951"	
"361.50041"	"0.00005"	"361.500364"	"0.000009"	"64"	""		"14032.085336"	"41686.6880"	"6d.7s2.7p"	"3D*"	"2"	""	""	"3"		""	"L5951"	
"361.585016"	"0.000025"	"361.585004"	"0.000003"	"430"	""		"2869.259165"	"30517.38856"	"6d2.7s2"	"3F"	"3"	""	"*"	"4"		""	"L5951"	
"361.61776"	"0.00003"	"361.617754"	"0.000006"	"350"	""		"7795.275291"	"35440.9008"	"5f.6d.7s2"	"3H*"	"4"	"6d4"	""	"3"		""	"L5951"	
"361.767141"	"0.000025"	"361.767135"	"0.000007"	"420"	""		"8243.602091"	"35877.8125"	"5f.6d.7s2"	"3F*"	"2"	"6d4"	""	"2"		""	"L5951"	
"361.78175"	"0.00004"	"361.781773"	"0.000015"	"99"	""		"13945.307389"	"41578.3997"	"6d.7s2.7p"	"3F*"	"3"	""	""	"2"		""	"L5951"	
"361.836319"	"0.000016"	"361.836323"	"0.000004"	"1500"	""		"7502.287636"	"35131.2141"	"6d3.(4F).7s"	"5F"	"3"	""	"*"	"4"		""	"L5951"	
"361.85968"	"0.00004"	"361.859667"	"0.000008"	"110"	""		"8800.249723"	"36427.3939"	"6d3.(4F).7s"	"5F"	"4"	""	"*"	"3"		""	"L5951"	
"361.921175"	"0.000021"	"361.921173"	"0.000007"	"660"	""		"8111.004545"	"35733.4538"	"6d2.7s2"	"1G"	"4"	""	"*"	"4"		""	"L5951"	
"361.96331"	"0.00005"	"361.963325"	"0.000012"	"73"	""		"14032.085336"	"41651.3179"	"6d.7s2.7p"	"3D*"	"2"	""	""	"3"		""	"L5951"	
"362.028414"	"0.000024"	"362.028416"	"0.000008"	"460"	""		"13175.113345"	"40789.3803"	"5f.6d.7s2"	"3G*"	"4"	""	""	"5"		""	"L5951"	
"362.083854"	"0.000018"	"362.083840"	"0.000004"	"900"	""		"7795.275291"	"35405.3154"	"5f.6d.7s2"	"3H*"	"4"	""	""	"3"		""	"L5951"	
"362.09770"	"0.00013"	"362.097779"	"0.000006"	"12"	""		"11802.93238"	"39411.9097"	"6d3.(4P).7s"	"5P"	"2"	""	"*"	"1"		""	"L3552"	
"362.14350"	"0.00013"	"362.143477"	"0.000008"	"130"	""		"6362.395980"	"33967.8895"	"6d3.(4F).7s"	"5F"	"2"	""	"*"	"3"		""	"L3552"	
"362.228778"	"0.000020"	"362.228781"	"0.000007"	"800"	""		"10783.15535"	"38382.1480"	"6d.7s2.7p"	"3F*"	"2"	""	""	"3"		""	"L5951"	
"362.233564"	"0.000020"	"362.233440"	"0.000007"	"820bl"	""		"5563.141519"	"33161.7792"	"6d3.(4F).7s"	"5F"	"1"	""	"*"	"1"		""	"L5951"	
"362.279528"	"0.000012"	"362.279527"	"0.000003"	"2800"	""		"3687.987189"	"31283.11407"	"6d2.7s2"	""	"2"	""	"*"	"3"		""	"L5951"	
"362.377238"	"0.000022"	"362.377230"	"0.000007"	"540"	""		"8243.602091"	"35831.2890"	"5f.6d.7s2"	"3F*"	"2"	""	""	"3"		""	"L5951"	
"362.447183"	"0.000018"	"362.447177"	"0.000008"	"1000"	""		"8800.249723"	"36382.6128"	"6d3.(4F).7s"	"5F"	"4"	""	"*"	"4"		""	"L5951"	
"362.502916"	"0.000017"	"362.502926"	"0.000007"	"1200"	""		"10414.13700"	"37992.2583"	"5f.6d.7s2"	"1G*"	"4"	""	""	"4"		""	"L5951"	
"362.51494"	"0.00003"	"362.514910"	"0.000009"	"390"	""		"12847.96912"	"40425.1788"	"6d3.(4P).7s"	"5P"	"3"	""	"*"	"4"		""	"L5951"	
"362.589314"	"0.000016"	"362.589312"	"0.000006"	"1400"	""		"7280.123222"	"34851.6743"	"6d2.7s2"	""	"2"	""	"*"	"2"		""	"L5951"	
"362.60250"	"0.00013"	"362.602495"	"0.000008"	"130"	""		"10526.544406"	"38097.0931"	"5f.6d.7s2"	"3G*"	"3"	""	""	"2"		""	"L3552"	
"362.65646"	"0.00003"	"362.656475"	"0.000006"	"340"	""		"11197.031257"	"38763.4763"	"5f.6d.7s2"	"3H*"	"5"	""	""	"5"		""	"L5951"	
"362.66117"	"0.00004"	"362.661115"	"0.000012"	"120"	""		"12114.36618"	"39680.4585"	"5f.6d.7s2"	"1D*"	"2"	""	""	"2"		""	"L5951"	
"362.66314"	"0.00003"	"362.663142"	"0.000009"	"280"	""		"11241.73043"	"38807.6687"	"5f.6d.7s2"	"3F*"	"3"	""	""	"2"		""	"L5951"	
"362.693883"	"0.000021"	"362.693891"	"0.000008"	"710"	""		"11197.031257"	"38760.6326"	"5f.6d.7s2"	"3H*"	"5"	""	""	"4"		""	"L5951"	
"362.88671"	"0.00013"	"362.886747"	"0.000011"	"260"	""		"14206.91694"	"41755.8700"	"5f.6d.7s2"	"3F*"	"4"	""	""	"4"		""	"L3552"	
"362.92140"	"0.00013"	"362.921509"	"0.000015"	"39"	""		"14032.085336"	"41578.3997"	"6d.7s2.7p"	"3D*"	"2"	""	""	"2"		""	"L3552"	
"362.98502"	"0.00003"	"362.985004"	"0.000013"	"400"	""		"11877.839132"	"39419.3351"	"6d.7s2.7p"	"3D*"	"1"	""	""	"1"		""	"L5951"	
"363.18628"	"0.00004"	"363.186298"	"0.000011"	"170"	""		"13175.113345"	"40701.3450"	"5f.6d.7s2"	"3G*"	"4"	""	""	"4"		""	"L5951"	
"363.22326"	"0.00005"	"363.223264"	"0.000009"	"89"	""		"13297.43316"	"40820.8635"	"6d3.(2G).7s"	"3G"	"4"	""	"*"	"5"		""	"L5951"	
"363.283017"	"0.000015"	"363.283033"	"0.000008"	"1800"	""		"11241.73043"	"38760.6326"	"5f.6d.7s2"	"3F*"	"3"	""	""	"4"		""	"L5951"	
"363.39100"	"0.00013"	"363.391029"	"0.000016"	"260"	""		"16346.64962"	"43857.3737"	"5f.6d2.7s"	"5H*"	"4"	""	""	"5"		""	"L3552"	
"363.454413"	"0.000024"	"363.454288"	"0.000011"	"490bl"	""		"14206.91694"	"41712.8529"	"5f.6d.7s2"	"3F*"	"4"	""	""	"5"		""	"L5951"	
"363.458203"	"0.000011"	"363.458208"	"0.000004"	"4400"	""		"7795.275291"	"35300.9146"	"5f.6d.7s2"	"3H*"	"4"	"5f.6d2.7p"	"5K"	"5"		""	"L5951"	
"363.49017"	"0.00004"	"363.490188"	"0.000008"	"110"	""		"11197.031257"	"38700.2507"	"5f.6d.7s2"	"3H*"	"5"	""	""	"4"		""	"L5951"	
"363.62951"	"0.00005"	"363.629559"	"0.000008"	"78"	""		"11241.73043"	"38734.4088"	"5f.6d.7s2"	"3F*"	"3"	""	""	"3"		""	"L5951"	
"363.683433"	"0.000019"	"363.683440"	"0.000012"	"960"	""		"3865.473772"	"31354.0791"	"6d2.7s2"	"3P"	"1"	""	"*"	"0"		""	"L5951"	
"363.80040"	"0.00013"	"363.800361"	"0.000010"	"200"	""		"14206.91694"	"41686.6880"	"5f.6d.7s2"	"3F*"	"4"	""	""	"3"		""	"L3552"	
"363.80970"	"0.00005"	"363.809694"	"0.000007"	"80"	""		"13297.43316"	"40776.4993"	"6d3.(2G).7s"	"3G"	"4"	""	"*"	"4"		""	"L5951"	
"363.81470"	"0.00005"	"363.814703"	"0.000006"	"74"	""		"10414.13700"	"37892.8248"	"5f.6d.7s2"	"1G*"	"4"	"5f.6d2.7p "	"5I"	"4"		""	"L5951"	
"363.831909"	"0.000015"	"363.831916"	"0.000004"	"1700"	""		"4961.658832"	"32439.0466"	"6d2.7s2"	"3F"	"4"	""	"*"	"4"		""	"L5951"	
"363.84600"	"0.00013"	"363.846045"	"0.000006"	"110"	""		"10414.13700"	"37890.4578"	"5f.6d.7s2"	"1G*"	"4"	""	""	"5"		""	"L3552"	
"363.864429"	"0.000016"	"363.864428"	"0.000006"	"1500"	""		"8800.249723"	"36275.1824"	"6d3.(4F).7s"	"5F"	"4"	""	"*"	"5"		""	"L5951"	
"363.98658"	"0.00003"	"363.986562"	"0.000007"	"400"	""		"10526.544406"	"37992.2583"	"5f.6d.7s2"	"3G*"	"3"	""	""	"4"		""	"L5951"	
"364.03901"	"0.00013"	"364.038934"	"0.000006"	"260"	""		"11802.93238"	"39264.6950"	"6d3.(4P).7s"	"5P"	"2"	""	"*"	"3"		""	"L3552"	
"364.08201"	"0.00013"	"364.081922"	"0.000008"	"26"	""		"11241.73043"	"38700.2507"	"5f.6d.7s2"	"3F*"	"3"	""	""	"4"		""	"L3552"	
"364.09233"	"0.00004"	"364.09236"	"0.00003"	"100"	""		"14243.993748"	"41701.7265"	"5f.6d.7s2"	"3P*"	"1"	""	""	"1"		""	"L5951"	
"364.13635"	"0.00005"	"364.13631"	"0.00003"	"83"	""		"14247.30742"	"41701.7265"	"5f.6d.7s2"	"3P*"	"0"	""	""	"1"		""	"L5951"	
"364.224884"	"0.000007"	"364.224875"	"0.000003"	"19000"	""		"0.000000"	"27447.74347"	"6d2.7s2"	"3F"	"2"	""	"*"	"2"		""	"L5951"	
"364.257275"	"0.000017"	"364.257275"	"0.000008"	"1100"	""		"7280.123222"	"34725.4253"	"6d2.7s2"	""	"2"	""	"*"	"3"		""	"L5951"	
"364.26928"	"0.00005"	"364.269236"	"0.000012"	"59"	""		"14206.91694"	"41651.3179"	"5f.6d.7s2"	"3F*"	"4"	""	""	"3"		""	"L5951"	
"364.351218"	"0.000015"	"364.351231"	"0.000006"	"2000"	""		"6362.395980"	"33800.6209"	"6d3.(4F).7s"	"5F"	"2"	""	"*"	"3"		""	"L5951"	
"364.38248"	"0.00003"	"364.382466"	"0.000008"	"250"	""		"10783.15535"	"38219.0283"	"6d.7s2.7p"	"3F*"	"2"	"6d4"	""	"2"		""	"L5951"	
"364.49803"	"0.00005"	"364.498028"	"0.000006"	"66"	""		"13297.43316"	"40724.6080"	"6d3.(2G).7s"	"3G"	"4"	""	"*"	"5"		""	"L5951"	
"364.536366"	"0.000024"	"364.536384"	"0.000006"	"470"	""		"7280.123222"	"34704.4123"	"6d2.7s2"	""	"2"	""	"*"	"3"		""	"L5951"	
"364.56479"	"0.00004"	"364.564801"	"0.000010"	"150"	""		"12847.96912"	"40270.1206"	"6d3.(4P).7s"	"5P"	"3"	""	"*"	"4"		""	"L5951"	
"364.570633"	"0.000021"	"364.570624"	"0.000003"	"690"	""		"7795.275291"	"35216.98873"	"5f.6d.7s2"	"3H*"	"4"	""	""	"5"		""	"L5951"	
"364.62676"	"0.00003"	"364.626820"	"0.000010"	"220"	""		"11241.73043"	"38659.2178"	"5f.6d.7s2"	"3F*"	"3"	""	""	"2"		""	"L5951"	
"364.64521"	"0.00013"	"364.645135"	"0.000011"	"40"	""		"13945.307389"	"41361.4177"	"6d.7s2.7p"	"3F*"	"3"	"5f.6d2.7p "	"5H"	"3"		""	"L3552"	
"364.75743"	"0.00004"	"364.757423"	"0.000008"	"200"	""		"13175.113345"	"40582.7840"	"5f.6d.7s2"	"3G*"	"4"	""	""	"5"		""	"L5951"	
"364.76635"	"0.00004"	"364.766391"	"0.000007"	"190"	""		"12847.96912"	"40254.9660"	"6d3.(4P).7s"	"5P"	"3"	""	"*"	"3"		""	"L5951"	
"364.79328"	"0.00004"	"364.793194"	"0.000006"	"150"	""		"10414.13700"	"37819.1202"	"5f.6d.7s2"	"1G*"	"4"	""	""	"4"		""	"L5951"	
"364.83254"	"0.00005"	"364.832521"	"0.000006"	"51"	""		"13175.113345"	"40577.1425"	"5f.6d.7s2"	"3G*"	"4"	""	""	"3"		""	"L5951"	
"364.83808"	"0.00005"	"364.838129"	"0.000016"	"53"	""		"15490.077832"	"42891.6858"	"5f.6d.7s2"	"3G*"	"5"	""	""	"4"		""	"L5951"	
"364.90527"	"0.00005"	"364.905225"	"0.000010"	"70"	""		"15490.077832"	"42886.6475"	"5f.6d.7s2"	"3G*"	"5"	""	""	"4 or 5"		""	"L5951"	
"364.973477"	"0.000012"	"364.973479"	"0.000007"	"3100"	""		"5563.141519"	"32954.5879"	"6d3.(4F).7s"	"5F"	"1"	""	"*"	"2"		""	"L5951"	
"365.02045"	"0.00005"	"365.020458"	"0.000007"	"91"	""		"3687.987189"	"31075.9083"	"6d2.7s2"	""	"2"	""	"*"	"2"		""	"L5951"	
"365.04363"	"0.00004"	"365.043507"	"0.000003"	"110"	""		"2869.259165"	"30255.45106"	"6d2.7s2"	"3F"	"3"	""	"*"	"3"		""	"L5951"	
"365.05268"	"0.00004"	"365.052665"	"0.000012"	"110"	""		"14243.993748"	"41629.4986"	"5f.6d.7s2"	"3P*"	"1"	""	""	"2"		""	"L5951"	
"365.22840"	"0.00013"	"365.228629"	"0.000007"	"52"	""		"6362.395980"	"33734.7071"	"6d3.(4F).7s"	"5F"	"2"	""	"*"	"2"		""	"L3552"	
"365.30900"	"0.00013"	"365.309117"	"0.000006"	"260"	""		"10526.544406"	"37892.8248"	"5f.6d.7s2"	"3G*"	"3"	"5f.6d2.7p "	"5I"	"4"		""	"L3552"	
"365.35860"	"0.00013"	"365.358500"	"0.000007"	"100"	""		"10783.15535"	"38145.7369"	"6d.7s2.7p"	"3F*"	"2"	""	""	"3"		""	"L3552"	
"365.446162"	"0.000017"	"365.446154"	"0.000007"	"1200"	""		"6362.395980"	"33718.4147"	"6d3.(4F).7s"	"5F"	"2"	""	"*"	"2"		""	"L5951"	
"365.49151"	"0.00013"	"365.491706"	"0.000020"	"7"	""		"13847.77037"	"41200.3797"	"6d3.(4F).7s"	"3F"	"2"	""	"*"	"2"		""	"L3552"	
"365.512552"	"0.000021"	"365.512545"	"0.000007"	"690"	""		"8111.004545"	"35462.0545"	"6d2.7s2"	"1G"	"4"	""	"*"	"3"		""	"L5951"	
"365.669367"	"0.000012"	"365.669369"	"0.000005"	"3400"	""		"2869.259165"	"30208.5794"	"6d2.7s2"	"3F"	"3"	""	"*"	"2"		""	"L5951"	
"365.70552"	"0.00003"	"365.705521"	"0.000010"	"300"	""		"13088.56115"	"40425.1788"	"6d3.(2G).7s"	"3G"	"3"	""	"*"	"4"		""	"L5951"	
"365.76426"	"0.00003"	"365.764251"	"0.000012"	"390"	""		"8800.249723"	"36132.4781"	"6d3.(4F).7s"	"5F"	"4"	""	"*"	"5"		""	"L5951"	
"365.80298"	"0.00004"	"365.803011"	"0.000011"	"120"	""		"14032.085336"	"41361.4177"	"6d.7s2.7p"	"3D*"	"2"	"5f.6d2.7p "	"5H"	"3"		""	"L5951"	
"365.880857"	"0.000013"	"365.880848"	"0.000005"	"2200"	""		"4961.658832"	"32285.1774"	"6d2.7s2"	"3F"	"4"	""	"*"	"3"		""	"L5951"	
"365.962923"	"0.000007"	"365.962927"	"0.000003"	"17000"	""		"0.000000"	"27317.39056"	"6d2.7s2"	"3F"	"2"	""	"*"	"3"		""	"L5951"	
"366.00920"	"0.00004"	"366.009190"	"0.000008"	"180"	""		"10783.15535"	"38097.0931"	"6d.7s2.7p"	"3F*"	"2"	""	""	"2"		""	"L5951"	
"366.050117"	"0.000024"	"366.050127"	"0.000007"	"510"	""		"7280.123222"	"34591.0064"	"6d2.7s2"	""	"2"	""	"*"	"1"		""	"L5951"	
"366.157395"	"0.000020"	"366.157430"	"0.000006"	"830"	""		"7280.123222"	"34583.0031"	"6d2.7s2"	""	"2"	""	"*"	"3"		""	"L5951"	
"366.162129"	"0.000011"	"366.162135"	"0.000003"	"3700"	""		"3687.987189"	"30990.51628"	"6d2.7s2"	""	"2"	""	"*"	"3"		""	"L5951"	
"366.198318"	"0.000024"	"366.198319"	"0.000006"	"470"	""		"6362.395980"	"33662.2274"	"6d3.(4F).7s"	"5F"	"2"	""	"*"	"1"		""	"L5951"	
"366.22854"	"0.00003"	"366.228536"	"0.000004"	"250"	""		"0.000000"	"27297.5790"	"6d2.7s2"	"3F"	"2"	""	"*"	"1"		""	"L5951"	
"366.275031"	"0.000021"	"366.275026"	"0.000003"	"650"	""		"7795.275291"	"35089.38959"	"5f.6d.7s2"	"3H*"	"4"	""	""	"3"		""	"L5951"	
"366.28059"	"0.00004"	"366.280578"	"0.000010"	"190"	""		"14206.91694"	"41500.6175"	"5f.6d.7s2"	"3F*"	"4"	""	""	"3"		""	"L5951"	
"366.29567"	"0.00004"	"366.295674"	"0.000006"	"180"	""		"10526.544406"	"37819.1202"	"5f.6d.7s2"	"3G*"	"3"	""	""	"4"		""	"L5951"	
"366.320234"	"0.000009"	"366.320246"	"0.000003"	"6100"	""		"2869.259165"	"30160.00425"	"6d2.7s2"	"3F"	"3"	""	"*"	"4"		""	"L5951"	
"366.35443"	"0.00003"	"366.354432"	"0.000008"	"450"	""		"11241.73043"	"38529.9290"	"5f.6d.7s2"	"3F*"	"3"	""	""	"3"		""	"L5951"	
"366.54430"	"0.00013"	"366.544249"	"0.000010"	"400"	""		"10414.13700"	"37688.2046"	"5f.6d.7s2"	"1G*"	"4"	""	""	"3"		""	"L3552"	
"366.54770"	"0.00005"	"366.547683"	"0.000007"	"81"	""		"8800.249723"	"36074.0618"	"6d3.(4F).7s"	"5F"	"4"	""	"*"	"3"		""	"L5951"	
"366.56263"	"0.00004"	"366.562614"	"0.000016"	"92*"	""		"15618.98461"	"42891.6858"	"5f.6d2.7s"	"5H*"	"3"	""	""	"4"		""	"L5951"	
"366.698099"	"0.000016"	"366.698110"	"0.000006"	"1400"	""		"8800.249723"	"36062.8738"	"6d3.(4F).7s"	"5F"	"4"	""	"*"	"4"		""	"L5951"	
"366.73111"	"0.00013"	"366.7311494"	"0.0000025"	"13"	""		"0.000000"	"27260.16801"	"6d2.7s2"	"3F"	"2"	""	"*"	"3"		""	"L3552"	
"366.76217"	"0.00003"	"366.762120"	"0.000006"	"230"	""		"10526.544406"	"37784.4105"	"5f.6d.7s2"	"3G*"	"3"	""	""	"2"		""	"L5951"	
